,0
0,-0.12216425
1,-0.17744696
2,0.25963193
3,0.17656343
4,-0.16021988
5,-0.21043484
6,-0.3322412
7,-0.1485028
8,-0.26562223
9,0.041771255
10,-0.3657493
11,-0.039961677
12,-0.0058436627
13,-0.07263098
14,-0.15920827
15,-0.19855405
16,0.16411807
17,-0.06874943
18,-0.08346881
19,-0.17554165
20,-0.13391495
21,0.042690802
22,0.048711192
23,-0.23958586
24,0.4278933
25,0.010862652
26,-0.111774676
27,-0.2301513
28,-0.09992945
29,-0.12103596
30,0.045930203
31,0.24413387
32,-0.043976933
33,-0.116972305
34,-0.08532458
35,-0.2501994
36,0.11567027
37,-0.061343916
38,-0.10411158
39,-0.021744067
40,0.017737262
41,0.08852513
42,-0.12442788
43,0.1507006
44,-0.109340936
45,-0.12809111
46,-0.15346622
47,0.1544526
48,-0.050708733
49,-0.03611239
50,-0.11559475
51,0.17274755
52,0.09723909
53,-0.059208594
54,-0.27150705
55,-0.07268451
56,0.0042931824
57,-0.063748285
58,0.23753512
59,-0.17822032
60,-0.17089403
61,-0.22738616
62,-0.09866752
63,-0.17618205
64,0.17910735
65,-0.0046094563
66,0.16726702
67,-0.16965412
68,-0.090358324
69,-0.0988102
70,-0.10326606
71,-0.0541858
72,0.04125022
73,0.18044212
74,-0.08834949
75,-0.12261114
76,-0.16191404
77,-0.098746724
78,-0.007923966
79,-0.09816954
80,-0.1600479
81,0.23486309
82,-0.20821057
83,-0.015614189
84,-0.486722
85,-0.104648136
86,-0.050267316
87,-0.062390547
88,-0.10502744
89,-0.082894124
90,-0.16044827
91,-0.06176385
92,-0.09166775
93,0.032191705
94,-0.09029068
95,-0.08399525
96,-0.048672713
97,-0.108212925
98,-0.17623919
99,0.018234571
100,-0.10997607
101,-0.10925801
102,-0.11523728
103,-0.2027201
104,-0.30342087
105,-0.13861707
106,0.4218964
107,-0.13016972
108,-0.151488
109,-0.16747484
110,-0.064198256
111,-0.1463031
112,-0.09797804
113,-0.12832986
114,-0.09820734
115,-0.12282241
116,-0.1857549
117,-0.068334915
118,0.11617375
119,-0.042412087
120,-0.112752214
121,-0.1850813
122,-0.08603264
123,0.08122374
124,-0.13275927
125,0.085400775
126,0.1133501
127,-0.15010355
128,-0.12123546
129,0.10596844
130,-0.18108113
131,-0.09781592
132,-0.08506852
133,-0.05378737
134,-0.042626016
135,-0.024640288
136,-0.09449748
137,-0.4040243
138,-0.12020831
139,-0.12729925
140,-0.16292728
141,-0.18171635
142,-0.027913362
143,-0.09739441
144,0.057295233
145,-0.1487668
146,-0.090408005
147,0.10695468
148,-0.124977246
149,-0.17512344
150,-0.14687176
151,-0.046368454
152,-0.038137764
153,-0.1444012
154,-0.06973493
155,-0.2888895
156,-0.17147443
157,0.107517205
158,-0.04911824
159,-0.013970387
160,-0.010618369
161,-0.078752615
162,-0.100748144
163,-0.13905129
164,0.3021955
165,0.082159646
166,0.05794991
167,-0.05266742
168,-0.03256238
169,0.12507586
170,0.085449554
171,0.113177195
172,0.12550463
173,-0.12033259
174,-0.16855522
175,0.016693639
176,-0.1006801
177,-0.097237155
178,0.16576615
179,-0.022658674
180,0.04440517
181,-0.07870501
182,-0.109749034
183,-0.33211946
184,-0.06319602
185,-0.021589868
186,-0.259108
187,-0.2066355
188,-0.3416869
189,-0.12350607
190,-0.17297475
191,-0.051354002
192,-0.121965006
193,-0.15654217
194,-0.075902395
195,0.027048994
196,0.108335406
197,-0.14202568
198,-0.16361278
199,-0.16054103
200,-0.085703164
201,0.035983425
202,-0.0074592023
203,0.029737271
204,0.106704034
205,0.14174667
206,-0.011022767
207,-0.06895103
208,-0.07237133
209,-0.0018040043
210,-0.21519205
211,-0.13967626
212,-0.18782611
213,-0.2542369
214,-0.122061335
215,0.0664628
216,-0.10852791
217,-0.051367164
218,-0.012874186
219,-0.00897522
220,0.19443005
221,-0.04772592
222,0.2059954
223,-0.11625868
224,0.0063013714
225,-0.04843079
226,-0.07873073
227,0.03617855
228,0.13677096
229,-0.13560916
230,-0.17261577
231,-0.111447915
232,-0.10063875
233,0.19866613
234,-0.12842102
235,0.06144517
236,0.13643451
237,0.004874144
238,0.031159187
239,0.02815016
240,-0.1960004
241,-0.17088534
242,-0.175901
243,0.0969474
244,-0.09367745
245,0.22610807
246,-0.06929067
247,-0.02638853
248,-0.08319672
249,-0.06660348
250,-0.20670499
251,-0.14179328
252,-0.022923542
253,0.053346187
254,-0.2093643
255,-0.17870168
